Recipient Name,Recipient EIN,Recipient Website,Recipient Address
"Restaurant Opportunities Center United, Inc.",10939141,http://rocunitedg/staff-and-local...,"275 Seventh Avenue
New York City, NY, United States 10001"
Cultural Alliance of Medfield,473735323,N/A,"3 Alder Rd
Medfield, MA, United States 02052"
Boston Womens Fund,222475551,http://bostonwomensfund.org,"2 Oliver Street Suite 600
Boston, MA, United States 02109"
Reflect and Strengthen,203803238,http://www.reflectandstrengtheng;...,"1446 Dorchester Ave
Dorchester, MA, United States 02122-1343"
Warren J. Plaut Charitable Trust,N/A,http://wmjwjg/warren-j-plaut-char...,"P.O. Box 296
Granby, MA, United States 01033"
"Class Action Network, Inc.",N/A,N/A,"30 Germania Street Building L
Boston, MA, United States 02130"
Hoosac River Revival,461081343,http://www.hoosicriverrevival.org,"Po Box 434
North Adams, MA, United States 01247"
Boston Arts Ensemble,42734069,N/A,"85 Hillside Ave
Newton, MA, United States 02465"
Old Sturbndge Viltage,N/A,N/A,"1 OLD STURBRIDGE VILLAGE ROAD
Sturbridge, MA, United States 01566"
Chinese Overseas Christian Mission Inc,N/A,N/A,"611 Belchertown Rd
Amherst, MA, United States 1002"
Historic Deerfield Inc,42262880,http://www.historic-deerfield.org,"Po Box 321
Deerfield, MA, United States 01342"
New Vision Foundation,43473256,N/A,"44 Franklin St.
Framingham, MA, United States 01702-6671"
Origination Cultural Arts Center,N/A,http://originationinc.org,United States
"Arise, Inc.",N/A,https://www.arisespringfield.org/,"38 School Street
Springfield, MA, United States 01105"
Greater Lawrence Family Health Center Inc,42708824,http://www.glfhc.org,"1 Griffin Brook Drive
Methuen, MA, United States 1844"
Preparatory Foundation,113690799,http://www.bostonprep.org,"1286 Hyde Park Avenue
Hyde Park, MA, United States 02136"
U.S. Charitable Gift Trust,N/A,http://www.uscharitablegifttrust.org,"Two International Place
Boston, MA, United States 2110"
Worcester Latino Dollar for Scholars,N/A,N/A,"P.O. Box 16564
Worcester, MA, United States 01601-6564"
Sustainable Harvest International,N/A,N/A,"177 Huntington Ave Ste 1703 #23701
Boston, MA, United States 02115"
Centro Las Americas,N/A,N/A,"11 Sycamore St
Worcester, MA, United States 01609"
A Better Chance,N/A,http://www.abetterchance.org,"419 Boylston Street
Boston, MA, United States 02116-3310"
"Chesterwood Museum, National Trust for Historic Preservation",N/A,http://www.nationaltrust.org,"PO Box 827
Stockbridge, MA, United States 01262"
Arise for Social Justice,N/A,N/A,"38 School St
Springfield, MA, United States 01105"
Mija,263644922,http://www.mija.org,"11 Commerce Road
Rockland, MA, United States 02370"
"East Boston Social Centers, Inc",42104257,http://www.ebsoc.org,"68 Central Square
East Boston, MA, United States 02128"
Indigenous People's Network,N/A,N/A,"6 Sherman Ave
Auburn, MA, United States 01501"
Senior Citizen Fund of Newton,N/A,http://www.newtoncommunitypride.org,"1000 Commonwealth Ave
Newton Center, MA, United States 02459"
Saheli Support and Friendship for South Asian Women and Families,N/A,N/A,"P O Box 1345
Burlington, MA, United States 01803"
Center for Cooperative Development and Solidarity,N/A,http://www.ccdseastboston.org/,"282 Meridian St., Ste. 226
East Boston, MA, United States 02128"
Blues to Green Inc,264764676,http://www.bluestogreen.org,"18 Tucker Road
Huntington, MA, United States 01050-9728"
Boston Crusaders (MA),N/A,https://bostoncrusaders.org/,"PO Box 51391
Boston, MA, United States 02205-1391"
Cosecha LLC,N/A,N/A,"Attention: Cosecha
Dorcester, MA, United States 02125"
I Have a Future,611791328,N/A,"14 Cushing Ave.
Boston, MA, United States 02125"
Latino Support Network,471869515,https://www.latinosupportnetwork.org/,"140 Union St., Ste. 203-205
Lynn, MA, United States 01901-1336"
Massachusetts Asian AIDS Prevention Project,43294008,http://www.mapforhealth.org,"59 Temple Pl.
Boston, MA, United States 02111-1307"
"Mattapoisett Land Trust, Inc",237367489,http://www.mattlandtrust.org,"PO Box 31
Mattapoisett, MA, United States 02739"
All Hands and Hearts,N/A,N/A,"6 County Road Suite 6
Mattapoisett, MA, United States 02739"
Amer Assn Jewish Holocaust Surv Grtr Boston,42602020,N/A,"391 Boylston St
Brookline, MA, United States 02445"
Anti-Defamation League- Boston,N/A,N/A,"40 Court St
Boston, MA, United States 02108"
Ayni Institute,812119468,https://ayni.institute/,"19 MERIDIAN STREET FL 2 Ste 4
East Boston, MA, United States 02128"
BALLETROX INC.,N/A,http://www.balletrox.info,"45 DANFORTH ST.
Jamaica Plain, MA, United States 2130"
Becket Land Trust,43133527,http://www.becketlandtrust.org/,"12 Booker Hill Road
Becket, MA, United States 01223"
Boston Mobilization,43550663,http://bostonmobilization.org,"30 Bow Street
Cambridge, MA, United States 02138"
Center for Effective Philanthropy,43523528,http://cep.org/blog/,"675 Massachusetts Ave
Cambridge, MA, United States 2139"
Center for Women & Enterprises Inc.,43256236,http://www.cweonline.org,"44 School Street, Suite 200
Boston, MA, United States 2108"
City Mission,42104003,http://www.citymissionboston.org,"185 Columbia Rd.
Boston, MA, United States 02121"
Company One Inc.,43444644,http://www.companyone.org/,"539 Tremont Street, Studio 211
Boston, MA, United States 2116"
Concerned Black Men of Massachusett,N/A,N/A,"136 Warren Street 7
Boston, MA, United States 02119"
Dominican Development Center Inc,N/A,N/A,"42 Seavern Avenue,
Boston, MA, United States"
Douglas A Thom Clinic Inc,N/A,N/A,"c/o Douglas A Thom Clinic, Inc.
Lowell, MA, United States 01852"
Eco City Farms,N/A,http://www.ecoffshoots.org,"6010 Taylor Rd.
Riverdale, MD, United States 20737-2060"
Essential Partners,N/A,N/A,"135 Alewife Brook Parkway, Suite 212
Cambridge, MA, United States 02138"
Fenway Hugh School,N/A,N/A,"67 Alleghany Street
Boston, MA, United States 2120"
"Fresh Start Furniture Bank, Inc.",462512827,http://www.freshstartfurniturebank.org/,"16 Brent Dr
Hudson, MA, United States 1749"
Girl Scouts of the U.S.A.,42105860,http://www.gscwm.org,"81 Gold Star Blvd
Worcester, MA, United States 01606"
Grassroots Internailonal,N/A,N/A,"Boston, MA, United States"
International Institute Of New England Inc,42104325,http://www.iine.org,"2 Boylston St Ste 3
Boston, MA, United States 02116-4737"
Justice George Lewis Ruffin Society,222801145,N/A,"Northeastern Univ
Boston, MA, United States 02115-0000"
Lawrence Academy (strong at the Center Campaign),42105775,https://lawrenceacademy.blog/,"Po Box 992
Groton, MA, United States 01450"
"Mattapan Greater Boston Technology Learning Center, Inc.",263961716,N/A,"24 Regis Road
Boston, MA, United States 02126"
Mothers Milk Bank Northeast,208063509,http://www.milkbankne.org,"377 ELLIOT STREET
Newton Upper Falls, MA, United States 02464-1126"
Neighbor to Neighbor - Western Mass,N/A,N/A,"295 High St
Holyoke, MA, United States 01040-6521"
Network for Teaching Entrepreneurship,133408731,https://www.nfte.com/,"120 Wall Street 18th Floor
New York City, NY, United States 10005"
Norman B. Leventhal Map Center,260887197,http://www.maps.bpl.org/,"700 Boylston St.
Boston, MA, United States 02116-2813"
Northeast Farmers of Color Network and Land Trust,N/A,https://nefoclandtrust.org/,"82 Wendell Ave, Ste 100
Pittsfield, MA, United States"
Phoenix Charter Academy Foundation,N/A,http://www.phoenixcharteracademy.org/,"59 Nichols St.
Chelsea, MA, United States 02150-1225"
Pointing Out the Great Way Foundation,460544333,N/A,"28 Skyview Circle
Newton, MA, United States 02459"
Portuguese-American Center Inc,43063409,N/A,"59 Charles St
Lowell, MA, United States 01852"
President and Fellows of Harvard College,N/A,http://www.familyvan.org,"The Family Van 1542 Tremont Street
Roxbury, MA, United States 02120"
South Asian Nation Inc,270456385,N/A,"97 ASPINWALL AVE
Brookline, MA, United States 02446-6401"
SPRINGFIELD PUBLIC SCHOOLS,46001415,http://www.sps.springfield.ma.us,"1550 MAIN STREET
Springfield, MA, United States 01103"
St John the Evangelist,42306464,N/A,"410 Washington Street
Duxbury, MA, United States 02332"
The Boston Educational Development,N/A,N/A,"7 Palmer Street 2nd Floor
Roxbury, MA, United States 02119"
The Fenn School,42104064,http://www.fenn.org,"516 Monument Street
Concord, MA, United States 01742"
WalkBoston Inc,223061699,http://www.walkboston.org,"Old City Hall
Boston, MA, United States 2108"
Youth Opportunities Upheld,237112665,http://www.youinc.org/,"81 Plantation St.
Worcester, MA, United States 01604"
S E Foster,135387709,N/A,"8 Longfellow Road
Lexington, MA, United States 02420"
American Chinese Christian Educational & So,N/A,N/A,"244 Harrison Ave
Boston, MA, United States 02111"
La Pinata Latin American Cultural Family Network,N/A,N/A,"45 Danforth St
Jamaica Plain, MA, United States 02130"
Sacred Threads,N/A,N/A,"71 Walnut Park
Newton, MA, United States 02458"
18 Degrees,42226238,https://18degreesma.org/,"480 West St
Pittsfield, MA, United States 1201"
Marshfield United Methodist Church,42665322,https://www.sanctuarysouthshore.org,"185 Plain St
Marshfield, MA, United States 2050"
Sarita and Claire Wright Lucas Foundation Inc,474686627,N/A,"378 Columbus Ave
Boston, MA, United States 2116"
Holy Name Church,42121346,http://www.holynamespringfield.org,"323 Dickinson Street
Springfield, MA, United States 01108"
Beheard.World,43334498,N/A,"536 Massachusetts Ave
Cambridge, MA, United States 2139"
Henry Lee Willis Community Center,43124067,N/A,"119 Forest St.
Worcester, MA, United States 01609-1529"
Greylock ABC Endowment Fund,237010777,http://www.greylockabc.org/program,"1265 Green River Road
Williamstown, MA, United States 01267"
Harvard Cultural Collaborative,473686280,N/A,"7 Falrbank Street
Harvard, MA, United States 01451"
Beyond Ktaddn Inc,452476280,N/A,"90 Whitaker Rd
New Salem, MA, United States 01355"
Center for Health Impact,N/A,N/A,"35 Harvard Street Suite 300
Worcester, MA, United States 01609-2828"
Grants Less Than 5000,N/A,N/A,"42 Seaverns Ave
Jamaica Plain, United States 02130"
Holyoke Community College Foundation,237181691,http://www.hcc.edu,"303 Homestead Ave.
Holyoke, MA, United States 01040-1091"
Manos Unidos/Hands United,N/A,N/A,"P.O. Box 112
South Lee, MA, United States 01260"
Project Hope,N/A,http://www.projecthope.org,"550 Dudley Street
Roxbury, MA, United States 02119"
Friends of the Community Growing Center Inc,43397617,https://www.thegrowingcenter.org/,"22 Vinal Ave
Somerville, MA, United States 2143"
Indochina Arts Project,43108095,N/A,"49 Glen Rd
Wellesley, MA, United States 02481-1620"
"C.L.A.S.S, Bob Harris, Executive Director",N/A,N/A,"1 Parker St
Lawrence, MA, United States 01843-1540"
Twenty Summers,N/A,N/A,"PO Box 864
Provincetown, MA, United States 02657"
Youth Development Organization Inc,43571721,http://www.ydolawrence.org,"15 Union St Ste 563
Lawrence, MA, United States 1840"
Survival Education Fund,42633748,N/A,"14 BATES ROAD 2
Watertown, MA, United States 02472"
Hispanic Resources,42939018,N/A,"425 Union St., Ste. C7
West Springfield, MA, United States 01089"
Cystic Fibrosis of America,N/A,N/A,"Boston, MA, United States"
Indian Hill Arts,N/A,N/A,"PO Box 1484
Littleton, MA, United States 01460-4484"
Marblehead Little Theater,42665205,http://www.mltlive.com,"12 School Street
Marblehead, MA, United States 01945"
Berkshire Museum,42103878,http://www.berkshiremuseum.org,"39 South Street
Pittsfield, MA, United States 01201"
Muslim Justice League Inc,474049679,N/A,"51 MELCHER STREET
Boston, MA, United States 02210-1508"
Central Square Theater Inc,261323224,http://www.centralsquaretheater.org/,"450 Massachusetts Avenue
Cambridge, MA, United States 02139"
Anti Defamation League,N/A,N/A,"40 Court Street
Boston, MA, United States 02108"
"Cambridge Camping Association, Inc.",46002073,http://www.cambridgecamping.org,"99 Bishop Allen Drive
Cambridge, MA, United States 2139"
Martin Pino Community Center,43100347,N/A,"112 Paris Street
East Boston, MA, United States 02128"
"Room to Grow National, Inc",N/A,http://www.roomtogrow.org,"142 Berkeley Street
Boston, MA, United States 02116"
HORN OF AFRICA EDUCATION DEVELOPMENT FUND,207245709,N/A,"P.O. Box 60722
Worcester, MA, United States 1608"
CASA Project Inc,42711865,http://www.casaworcestercounty.org,"100 Grove Street
Worcester, MA, United States 01605-2608"
The Colonial Dames of Ma,N/A,http://www.nscda.org/,"55 Beacon St
Boston, MA, United States 02108"
Native Land Conservancy,463944868,N/A,"PO Box 974
Mashpee, MA, United States 02649"
Jow Nowo New Day Inc,800227444,https://jounouvo.org/,"168 Grove Street
Hanover, MA, United States 2339"
Construct Inc.,821035827,http://www.constructinc.org,"41 Mahaiwe St
Great Barrington, MA, United States 1230"
President and Fellows of Harvard College,N/A,https://alumni.harvard.edu/giving,"P.O. Box 419209
Boston, MA, United States 02241-9209"
WAM Theater,271595793,http://wamtheatre.com,"56 Church St
Lenox, MA, United States 01240"
Shang Shung Institute of America Inc,43295962,http://shangshung.org,"18 Schoolhouse Road
Conway, MA, United States 01341"
Blackstone Valley R.V.T.H.S,N/A,N/A,"65 Pleasant St.
Upton, MA, United States 01568"
Planned Parenthood League of Ma,N/A,http://www.pplm.org,"3550 Main Street
Springfield, MA, United States 01107"
Adelante,43000034,http://www.adelanteyouthcenter.org,"40 Lawrence St.
Lawrence, MA, United States 01840-1412"
Community Renewal Team,60795640,http://www.crtct.org/en/,"555 Windsor St.
Hartford, CT, United States 06120-2418"
Peer Health Exchange,562374305,http://www.peerhealthexchange.org,"100 Webster Street
Oakland, CA, United States 94607"
Roxbury Preparatory Charter School,43414783,N/A,"206 Magnolia St
Dorchester, MA, United States 02121-2017"
Urban Edge,N/A,N/A,"1542 Columbus Ave Ste 2
Roxbury, MA, United States 02119"
Addison Gallery of American Art,202026907,N/A,"180 Main Street
Andover, MA, United States 01810"
AFRICAN WOMENS HEALTH CTR,N/A,N/A,"116 Huntington Ave 5th Fl
Boston, MA, United States 02116"
Alliance for Democracy,43372526,http://thealliancefordemocracy.org,"21 Main Street Suite 4
Hudson, MA, United States 01749"
Art Resource Collaborative for Kids,N/A,N/A,"36 Bromfield Street Suite 301
Boston, MA, United States 02108"
Asian American Legal Defense and Education Fund,132855641,http://www.aaldef.org,"99 Hudson St 12th Fl
New York City, NY, United States 10013"
Baraka Community Wellness,N/A,N/A,"Jamaica Plain, MA, United States"
"BPE, Inc.",N/A,N/A,"27-43 Wormwood Street, Suite 110
Boston, MA, United States 02119"
Cambridge Community Television,N/A,N/A,"438 Massachusetts Ave
Cambridge, MA, United States 02139"
Casa Cultural Dominicana De Worcester,811740162,N/A,"21 WOODLAND ST
Worcester, MA, United States 01610-2425"
"Children's Law Center of Mass, Inc. North Shore Children's Law Project",N/A,N/A,"P.O. Box 710 2 State Street Lynn, MA 01903 United States
Lynn, MA, United States 01903"
Community Boat Building,N/A,http://www.communityboatbuilding.org,"89 South St Ste 700
Boston, MA, United States 02111"
Dorchester Bay Economic Development Corporation,42681632,http://www.dbedc.org/,"594 Columbia Road
Dorchester, MA, United States 02125"
Duet Inc,N/A,N/A,"50 Milk St Fl 6
Boston, MA, United States 02109"
Entrepreneurship For All Inc,N/A,N/A,"1213 Purchase Street
New Bedford, MA, United States 02740"
Family Service Association of Greaterboston,42160528,http://www.fsgb.org,"31 Heath Street
Boston, MA, United States 02130"
Fotos Ministries Inc,61771069,N/A,"C/O HENSON 100 POWDERMILL RD Room S
Acton, MA, United States 01720-5932"
Friends of Baystate Academy Charter Public School Inc,471471291,http://www.bacps.net,"2001 Roosevelt Ave
Springfield, MA, United States 01104"
Friends of the East Boston Branch Boston Publ,270832958,N/A,"365 Bremen St
Boston, MA, United States 02128-1451"
GENESIS CENTER,223001721,http://www.gencenter.org,"620 Potters Ave.
Providence, RI, United States 02907"
Greater Lowell Health Alliance,270408037,http://www.greaterlowellhealthallian...,"295 Varnum Avenue
Lowell, MA, United States 01854"
"HAP, Inc.",42518368,http://www.wayfindersma.org,"322 Main St., Ste. 1
Springfield, MA, United States 01105-2403"
"Hyde Square Task Force, Inc.",N/A,https://www.hydesquareg/jovenes-e...,"30 Sunnyside Street
Jamaica Plain, MA, United States 02130"
Ibis Reproductive Health Inc,30382773,http://www.ibisreproductivehealth.org/,"2067 Massachusetts Avenue
Cambridge, MA, United States 2140"
Indian Medical Assoc of New England,42681654,N/A,"PO Box 9132
Waltham, MA, United States 02454"
Lgtino STEM Allarnoe,N/A,N/A,"Emaly Sharmuth Board member 20 Moraine Street
Boston, MA, United States 02130"
Love Your Magic,N/A,N/A,"45 Cherry St
Lynn, MA, United States 01902"
Massachusetts Afl-Cio,42254301,N/A,"389 Main St
Malden, MA, United States 02148"
Massachusetts Census Equity Fund,N/A,https://www.masscensusequity.org/,"133 Federal St., Suite 802
Boston, MA, United States 02110"
"Massachusetts Nonprofit Network, Inc.",260169529,http://massnonprofitnet.org,"2 Atlantic Avenue 1st Floor
Boston, MA, United States 2110"
Massachusetts Project 351,454103159,https://www.project351.org,"50 Congress Street
Boston, MA, United States 2109"
National Center of Afro American Ar,N/A,N/A,"300 Walnut Avenue
Boston, MA, United States 02119"
Newburyport Litterary Association Inc,203642761,N/A,"Low St
Newburyport, MA, United States 01950"
Newburyport Lons Club,510230184,N/A,"4 CARLTON DR
Newburyport, MA, United States 01950-2107"
Pocumtuck Valley Memorial Assn,42147607,http://www.deerfield-ma.org,"10 Memorial St
Deerfield, MA, United States 1342"
Rolling Ridge Retreat and Conference Center,N/A,N/A,"660 Great Pond Road
Andover, MA, United States 01845"
Rose Art Museum,N/A,N/A,"415 South Street  
Waltham, MA, United States 02453"
Science from Scientists,N/A,N/A,"1 Deangelo Drive
Bedford, MA, United States 01730"
THE WOMEN'S CENTER,N/A,N/A,"405 Country Street
New Bedford, MA, United States 02740"
Urban Land Institute - Boston Ma Office,N/A,N/A,"400 Atlantic Avenue
Boston, MA, United States 02110"
Wareham Land Trust Inc,43548580,http://warehamland.org,"P O Box 718
Wareham, MA, United States 02571"
Worcester Community Housing Resources,222719744,http://www.wchr.org,"11 Pleasant Street
Worcester, MA, United States 01609"
Wright Locke Farm Conservancy Inc,263409084,http://www.wlfarm.org,"P.O. Box 813
Winchester, MA, United States 1890"
Clark University,311568195,N/A,"950 Main Street
Worcester, MA, United States 01610"
Armenian Church of Our Savior,42192685,N/A,"87 Salisbury St
Worcester, MA, United States 01609"
Berkshire Art Center,N/A,N/A,"PO Box 1400
Stockbridge, MA, United States 01262"
Aseltine & Associates,N/A,N/A,"1001 Williams St
Longmeadow, MA, United States 01106-2155"
"Friends of Middlesex Fells Reservation, Inc.",223278797,https://www.fells.org/,"235 West Foster Street
Melrose, MA, United States 2176"
Acushnet Council on Aging,N/A,N/A,"59 1/2 S Main St
Acushnet, MA, United States 02743"
Central Reform Temple of Boston Inc,412146451,N/A,"15 Newbury St
Boston, MA, United States 02116"
Barrington Stage,N/A,http://barringtonstageco.org,"Advancement Administrative Office
Pittsfield, MA, United States 01201-0000"
Boston Education Justice Alliance (BEJA),N/A,N/A,"42 Seaverns St.
Boston, MA, United States"
Hellenic Culture and Heritage Society,43026375,N/A,"11 Lawrence Street
Littleton, MA, United States 01460"
Roma Sabino,N/A,N/A,"310 Shore Rd
Richmond, MA, United States 01254"
Yerazart,N/A,N/A,"4 McCall Road
Winchester, MA, United States 01890"
HISTORIC NORTHAMPTON,46079243,http://www.historicnorthampton.org,"46 BRIDGE STREET
Northampton, MA, United States 01060"
Touchable Stories,43526779,http://www.touchablestories.org,"1151 Massachusetts Ave
Cambridge, MA, United States 01238"
Christian Haitian Entrepreneurial Society Incorporated,271653138,N/A,"118 Library Street
Chelsea, MA, United States 2150"
Unitarian Universalist Association,N/A,N/A,"Po Box 843152
Boston, MA, United States 02284-3152"
"Urban League of Springfield, Inc. Thomas, Henry M",N/A,N/A,"1 Federal St Ste 111-3
Springfield, MA, United States 01105-1199"
No Books No Ball,571138250,N/A,"9 Rozella St
Dorchester, MA, United States 02122"
Bishop Feehan High School,256115832,http://www.bishopfeehan.com,"70 Holcott Drive
Attleboro, MA, United States 02703"
Cambodian American Literary Arts Association,823511710,N/A,"PO Box 9687
Lowell, MA, United States 01853"
Community Charter School of Cambridge Foundation I,N/A,N/A,"245 Bent St
Cambridge, MA, United States 02141"
Montachusett Home Care Corpor,42551175,http://www.montachusetthomecare.com,"680 Mechanic Street
Leominster, MA, United States 01453"
Mozart School,N/A,N/A,"236 Beech St
Boston, MA, United States 02131"
"Young Man With a Plan (fiscal sponsor: The Preparatory Foundation, Inc.)",N/A,N/A,"885 River Street
Hyde Park, MA, United States 02136"
Light of Cambodian Children,43483186,http://www.lccweb.org,"9 Central St., Ste. 203
Lowell, MA, United States 01852-1915"
Aquinnah Cultural Center,43390765,N/A,"35 Aquinnah Circle.
Aquinnah, MA, United States 02535"
Boston Branch NAACP,N/A,N/A,"Po Box 301779
Boston, MA, United States 02130"
The Boston Foundation,N/A,N/A,"75 Arlington St # 1000
Boston, MA, United States 02116"
Health Imperatives - Brockton,42609177,http://www.healthimperatives.org,"942 West Chestnut Street
Brockton, MA, United States 02301"
Civil Liberties and Public Policy,N/A,https://clpp.hampshire.edu/,"893 West St Hampshire College
Amherst, MA, United States 01002-3359"
"Black Men of Greater Springfield, Inc.",43210338,N/A,"P.O. Box 4342
Springfield, MA, United States 01101-4342"
Boy Scouts of America- Mohegan Council,N/A,http://www.mohegancouncilbsa.org,"19 Harvard St
Worcester, MA, United States 01609"
Cape Verdean Community Unido Inc,300774430,http://www.cvcunido.org,"268 Bowdoin Street
Dorchester, MA, United States 2122"
Smith Leadership Academy Charter Public School,141867402,http://www.smithleadership.org,"23 Leonard St.
Dorchester, MA, United States 02122-2718"
Tamarack Hollow,N/A,N/A,"PO Box 115
Windsor, MA, United States 01270"
"Center for New Americans, Inc.",43224215,http://www.cnam.org,"42 GOTHIC STREET
Northampton, MA, United States 01060"
"Coils to Locs, LLC",N/A,N/A,"1452 Dorchester Avenue
Dorchester, MA, United States 02122"
Essex Art Center Inc,43238501,http://www.essexartcenter.org,"56 Island Street
Lawrence, MA, United States 1840"
Livable Streets Transportation Alliance of Boston,300331222,http://www.livablestreets.info,"70 Pacific St
Cambridge, MA, United States 02139"
Powers Music School Inc,42580633,http://www.powersmusic.org,"396 Concord Avenue
Belmont, MA, United States 2478"
YMCA of Central Massachusetts,42105885,http://www.ymcaofcm.org/,"766 Main Street
Worcester, MA, United States 01610"
Dennis-Yarmouth Regional High School,N/A,N/A,"210 Station Ave
South Yarmouth, MA, United States 02664-3000"
VISIONING BEAR CIRCLE INTERTRIB,N/A,N/A,"Po Box 1286
Greenfield, MA, United States 01032"
National Brain Tumor Society,N/A,N/A,"124 Watertown Street Suite 2d
Watertown, MA, United States 02492"
Stanley Park of Westfield,42131404,http://www.stanleypark.org,"400 Western Ave.
Westfield, MA, United States 01085-2521"
New Leadership Charter School,N/A,N/A,"180 Ashland Ave.
Springfield, MA, United States 01119-2704"
"Boston Preservation Alliance, Inc.",42748390,http://www.bostonpreservation.org,"The Otis House
Boston, MA, United States 2114"
Individuals in Need,N/A,N/A,"N/A
Mattapoisett, MA, United States 02739"
Belmont Against Racism Inc,43245477,N/A,"PO Box 649
Belmont, MA, United States 02478"
Ipswich River Watershed,42615125,http://www.ipswichriver.org,"PO Box 576
Ipswich, MA, United States 01938"
Pingree School,42279977,http://https://www.pingreeg/commu...,"537 Highland Street
South Hamilton, MA, United States 01982"
Trustees of Phillips Academy,133357111,N/A,"Po Box 55557
Boston, MA, United States 02205-8166"
Westport Community Schools,43168304,N/A,"17 Main Rd
Westport, MA, United States 02790-4240"
Massachusetts Rivers Alliance Inc,208387704,http://www.massriversalliance.org,"2343 Massachusetts Ave.
Cambridge, MA, United States 2140"
Worksite Wellness Council Ofmassachusetts Inc,452697521,N/A,"1305 Centre Street
West Roxbury, MA, United States 02132"
"FRIENDS OF THE AMERICAN BOARD SCHOOLS IN TURKEY, INC.",222789574,http://www.fabsit.org,"292 Newbury Street
Boston, MA, United States 02115"
Westfield Spanish American Association,43272004,http://www.wsaassoc.org,"Po Box 2386
Westfield, MA, United States 01086"
Cambridge Multicultural Arts Center,42650605,https://www.multiculturalartscenter.org,"41 Second St
Cambridge, MA, United States 2141"
Drum Workshop,N/A,N/A,"PO Box 2262
Vineyard Haven, MA, United States 02568-0000"
American Jewish Committee,N/A,N/A,"One Liberty Sq 300
Boston, MA, United States 02109"
National Black Mba Association Boston Chapter Inc 021415,43425721,http://www.bostonblackmba.org,"PO Box 190686
Boston, MA, United States 02119-0013"
"Provincetown Community Compact, Inc.",43208909,http://www.thecompact.org/,"Po Box 819
Provincetown, MA, United States 02657"
OUT MetroWest,465712986,http://www.outmetrowest.org,"P.O. Box 2122
Framingham, MA, United States 01703"
Lexington Chinese School,43307015,http://www.lcs-chinese.org,"221 CONCORD AVENUE
Belmont, MA, United States 02478"
Ivy Child International Inc,274835424,N/A,"35 Beharrell St Unit 1265
Concord, MA, United States 01742"
Trustees of Clark University,42111203,http://www.clarku.edu,"950 Main St
Worcester, MA, United States 1610"
Austin Prep School,N/A,N/A,"101 Willow Street
Reading, MA, United States 01867"
Jewish Family Service Of,42104352,http://www.jfswm.org,"15 Lenox Street
Springfield, MA, United States 01108"
Alzheimers Disease & Related,N/A,N/A,"309 Waverley Oaks Road
Waltham, MA, United States 02452"
"Center for Hope and Healing, Inc.",42732721,http://www.chhinc.org,"21 George St Ste 400
Lowell, MA, United States 01852"
Hispanic Black Gay Coalition,N/A,http://www.hbgc-boston.org,"25 Kingston St Ste 4R
Boston, MA, United States 02111-2200"
"Massachusetts Adoption Resource Exchange, Inc.",42227431,https://mareinc.org,"19 Needham Street
Newton, MA, United States 2461"
1berkshire Strategic Alliance Foundationinc,273145760,http://www.1berkshire.com,"Po Box 4826
Pittsfield, MA, United States 01202"
After School Partners Clndy Weiner Executive Dir,N/A,N/A,"342 A Boylston Street
Newton, MA, United States 02459"
Algebra Project,223137788,https://algebra.org/,"99 Bishop Richard Allen Drive
Cambridge, MA, United States 02139"
American Resilience Project,822133002,N/A,"Florence, MA, United States 01062"
Amilias Light Inc,464170798,N/A,"30 Pinehills Drive
Plymouth, MA, United States 2052"
Amoc (american Modern Opera Company),N/A,N/A,"Po Box 390002
Cambridge, MA, United States 02139"
Archaeological Institute of America,135669180,http://www.archaeological.org,"44 Beacon Street
Boston, MA, United States 2108"
Armenian Mirror-Spectator,421033741,N/A,"755 Mt Auburn St
Watertown, MA, United States 02472"
ATLANTIC SYMPHONY ORCHESTRA INC,N/A,http://www.atlanticsymphony.org,"PO BOX 259
Hingham, MA, United States 2043"
Ayrn Institute on behalf of Momentum,N/A,N/A,"34 Moraine St # 1
Boston, MA, United States 02130-4316"
Berkshire Education and Correction Services,42592549,N/A,"467 Cheshire Road
Pittsfield, MA, United States 01201"
Better Future Project Inc,471015198,http://www.betterfutureproject.org,"30 Bow Street
Cambridge, MA, United States 02138"
Black Ministerial Alliance of Greater Boston - Mothers for Justice,N/A,N/A,"7 Palmer St Ste 3
Roxbury, MA, United States 02119-2427"
Boston Education Justice Alliance (BEJA),N/A,N/A,"Boston, United States 02130"
Boston Lyric Opera Company,N/A,N/A,"Po Box 847897
Boston, MA, United States 02284"
Boston Medical Center F / B / O Health Education and Awareness for Africansin,N/A,N/A,"850 Harrison Ave
Boston, MA, United States 02118-4001"
Boston Symphony Orchestra Inc.,42103550,http://www.bso.org,"301 Massachusetts Avenue
Boston, MA, United States 2115"
Boston Ujima Project,N/A,N/A,"Boston, MA, United States 2118"
Bottom Line,N/A,https://www.bottomlineg/content/c...,"65 E. Wacker Pl., Ste. 800
Chicago, IL, United States 60601-7238"
Boys and Girls Club of Haverhill,42111215,http://www.haverhillbgc.org,"55 Emerson Street
Haverhill, MA, United States 01830"
Businesses United in Investing Lending and Development,N/A,N/A,"745 Atlannc Avenue, 8th Floor
Boston, MA, United States 02111"
Campaign for Fair Sentencing of Youth,273761788,http://fairsentencingofyouth.org,"1319 F Street NW
Washington, DC, United States 20004"
"Casa Myrna Vazquez, Inc.",N/A,http://www.casamyrna.org,"451 Blue Hill Avenue
Boston, MA, United States 02121"
